"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"24/07/2026","ACCESS","46.64","16.20","31.90","31.90","31.90","31.90","0.00","30.00","31.90","820","26,158.00"
"24/07/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","0","0.00"
"24/07/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"24/07/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"24/07/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0","0.00"
"24/07/2026","ALLGH","8.46","6.12","7.00","7.00","7.00","7.00","0.00","","6.89","6,875","48,052.12"
"24/07/2026","BOPP","100.00","55.82","79.99","79.99","79.99","79.99","0.00","","79.50","271","21,587.13"
"24/07/2026","CAL","0.94","0.61","0.79","0.79","0.80","0.80","0.01","0.79","0.80","465,914","372,731.20"
"24/07/2026","CLYD","4.50","0.46","4.39","4.39","4.50","4.50","0.11","4.50","","2,638","11,904.80"
"24/07/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"24/07/2026","CPC","0.16","0.05","0.15","0.15","0.16","0.16","0.01","0.16","","15,313","2,450.08"
"24/07/2026","DASPHARMA","0.44","0.38","0.44","0.44","0.44","0.44","0.00","0.48","","0","0.00"
"24/07/2026","EGH","57.00","25.00","38.05","38.05","38.32","38.32","0.27","38.05","38.06","6,029","230,761.74"
"24/07/2026","EGL","12.16","3.48","10.04","10.04","10.04","10.04","0.00","10.03","10.04","0","0.00"
"24/07/2026","ETI","2.82","0.76","1.95","1.95","1.97","1.97","0.02","1.96","2.00","115,786","229,108.35"
"24/07/2026","FML","16.35","8.00","13.30","13.30","13.30","13.30","0.00","13.30","","16,143","214,701.90"
"24/07/2026","FAB","8.40","7.71","8.40","8.40","8.40","8.40","0.00","8.00","9.24","0","0.00"
"24/07/2026","GCB","52.00","20.11","43.20","43.20","43.20","43.20","0.00","43.20","47.00","1,802","77,846.40"
"24/07/2026","GGBL","16.50","6.60","11.95","11.95","11.95","11.95","0.00","","11.95","2,610","31,189.50"
"24/07/2026","GOIL","8.01","2.96","7.96","7.96","7.96","7.96","0.00","7.96","","10,492","83,516.32"
"24/07/2026","KASA","2.30","1.20","2.03","2.03","2.01","2.01","-0.02","2.00","2.02","1,049,566","2,110,295.26"
"24/07/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"24/07/2026","MTNGH","7.00","4.20","6.98","6.98","7.00","7.00","0.02","7.00","7.20","903,387","6,323,717.10"
"24/07/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"24/07/2026","RBGH","5.58","1.30","4.20","4.20","4.32","4.32","0.12","4.34","4.40","40,566","175,348.04"
"24/07/2026","SCB","79.41","29.22","70.00","70.00","70.00","70.00","0.00","","70.00","115","8,050.00"
"24/07/2026","SIC","6.09","1.20","6.00","6.00","6.00","6.00","0.00","","6.00","28,587","171,522.00"
"24/07/2026","SOGEGH","11.51","4.49","6.80","6.80","7.00","7.00","0.20","6.80","7.00","28,089","196,623.00"
"24/07/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"24/07/2026","TOTAL","42.00","32.91","38.83","38.83","40.00","40.00","1.17","40.00","42.00","4,551","181,963.20"
"24/07/2026","TLW","13.11","11.92","13.11","13.11","13.11","13.11","0.00","13.11","14.00","12","157.32"
"24/07/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","29.50","","324","9,558.00"
"24/07/2026","ZEN","12.61","5.00","10.00","10.00","10.00","10.00","0.00","10.00","","334","3,340.00"
"24/07/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"24/07/2026","SCBPREF","0.99","0.90","0.99","0.99","0.99","0.99","0.00","0.90","","0","0.00"
"24/07/2026","GLD","533.93","466.72","462.39","462.39","462.39","462.39","0.00","","462.39","39","18,033.21"
"24/07/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"24/07/2026","MMH","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.11","","0","0.00"
"24/07/2026","HORDS","0.26","0.09","0.24","0.24","0.26","0.26","0.02","0.26","","10,000","2,600.00"
"24/07/2026","IIL","0.66","0.05","0.60","0.60","0.66","0.66","0.06","0.66","","500,500","330,330.00"
"24/07/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"23/07/2026","ACCESS","46.64","16.20","31.90","31.90","31.90","31.90","0.00","","31.90","643","20,511.70"
"23/07/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","2","10.60"
"23/07/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"23/07/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"23/07/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0","0.00"
"23/07/2026","ALLGH","8.46","6.12","7.62","7.62","7.00","7.00","-0.62","","7.00","1,737","12,212.01"
"23/07/2026","BOPP","100.00","55.82","79.99","79.99","79.99","79.99","0.00","79.99","","0","0.00"
"23/07/2026","CAL","0.94","0.61","0.79","0.79","0.79","0.79","0.00","0.78","0.79","612,526","484,523.71"
"23/07/2026","CLYD","4.39","0.46","4.39","4.39","4.39","4.39","0.00","4.82","","1,000","4,390.00"
"23/07/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"23/07/2026","CPC","0.15","0.05","0.15","0.15","0.15","0.15","0.00","0.16","","0","0.00"
"23/07/2026","DASPHARMA","0.44","0.38","0.44","0.44","0.44","0.44","0.00","0.48","","0","0.00"
"23/07/2026","EGH","57.00","25.00","38.00","38.00","38.05","38.05","0.05","","","31,108","1,184,150.00"
"23/07/2026","EGL","12.16","3.48","10.04","10.04","10.04","10.04","0.00","","10.04","0","0.00"
"23/07/2026","ETI","2.82","0.76","2.00","2.00","1.95","1.95","-0.05","1.81","2.00","111,805","217,811.39"
"23/07/2026","FML","16.35","8.00","13.30","13.30","13.30","13.30","0.00","12.00","13.30","1,953","25,974.90"
"23/07/2026","FAB","8.40","7.71","8.40","8.40","8.40","8.40","0.00","8.00","9.24","0","0.00"
"23/07/2026","GCB","52.00","20.11","42.77","42.77","43.20","43.20","0.43","","42.77","14,463","627,155.00"
"23/07/2026","GGBL","16.50","6.60","11.95","11.95","11.95","11.95","0.00","","11.95","1,409","16,837.55"
"23/07/2026","GOIL","8.01","2.96","7.96","7.96","7.96","7.96","0.00","7.96","","10,188","81,096.48"
"23/07/2026","KASA","2.30","1.20","2.06","2.06","2.03","2.03","-0.03","2.06","2.26","244,342","496,601.82"
"23/07/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"23/07/2026","MTNGH","6.98","4.20","6.80","6.80","6.98","6.98","0.18","7.00","7.13","824,406","5,759,794.30"
"23/07/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"23/07/2026","RBGH","5.58","1.30","4.08","4.08","4.20","4.20","0.12","4.20","","3,746","15,714.48"
"23/07/2026","SCB","79.41","29.22","70.00","70.00","70.00","70.00","0.00","","70.00","678","47,460.00"
"23/07/2026","SIC","6.09","1.20","6.00","6.00","6.00","6.00","0.00","","6.00","19,160","114,960.00"
"23/07/2026","SOGEGH","11.51","4.49","6.80","6.80","6.80","6.80","0.00","","6.80","11,470","77,996.00"
"23/07/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"23/07/2026","TOTAL","42.00","32.91","40.00","40.00","38.83","38.83","-1.17","39.99","40.00","6,635","259,438.60"
"23/07/2026","TLW","13.11","11.92","11.92","11.92","13.11","13.11","1.19","13.11","","1,000","13,110.00"
"23/07/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","","29.50","17","501.50"
"23/07/2026","ZEN","12.61","5.00","10.00","10.00","10.00","10.00","0.00","10.00","","325","3,250.00"
"23/07/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"23/07/2026","SCBPREF","0.99","0.90","0.99","0.99","0.99","0.99","0.00","0.90","","0","0.00"
"23/07/2026","GLD","533.93","466.72","462.39","462.39","462.39","462.39","0.00","462.39","","14","6,473.46"
"23/07/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"23/07/2026","MMH","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.11","","0","0.00"
"23/07/2026","HORDS","0.24","0.09","0.22","0.22","0.24","0.24","0.02","0.24","","2,002","480.48"
"23/07/2026","IIL","0.60","0.05","0.55","0.55","0.60","0.60","0.05","0.60","","20,000","12,000.00"
"23/07/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"22/07/2026","ACCESS","46.64","16.20","31.90","31.90","31.90","31.90","0.00","","31.89","0","0.00"
"22/07/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","14","74.20"
"22/07/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"22/07/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"22/07/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0","0.00"
"22/07/2026","ALLGH","8.46","6.12","7.62","7.62","7.62","7.62","0.00","","7.62","8,736","66,568.32"
"22/07/2026","BOPP","100.00","55.82","80.00","80.00","79.99","79.99","-0.01","","79.50","700","55,993.00"
"22/07/2026","CAL","0.94","0.61","0.79","0.79","0.79","0.79","0.00","0.78","0.79","241,476","190,512.51"
"22/07/2026","CLYD","4.39","0.46","4.25","4.25","4.39","4.39","0.14","4.39","","105,941","464,765.96"
"22/07/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"22/07/2026","CPC","0.15","0.05","0.15","0.15","0.15","0.15","0.00","0.16","","0","0.00"
"22/07/2026","DASPHARMA","0.44","0.38","0.44","0.44","0.44","0.44","0.00","0.48","","1,879","883.13"
"22/07/2026","EGH","57.00","25.00","38.00","38.00","38.00","38.00","0.00","38.00","","1,218","46,284.00"
"22/07/2026","EGL","12.16","3.48","10.04","10.04","10.04","10.04","0.00","","10.04","3,012","30,240.48"
"22/07/2026","ETI","2.82","0.76","2.00","2.00","2.00","2.00","0.00","1.96","2.00","119,959","239,918.00"
"22/07/2026","FML","16.35","8.00","13.30","13.30","13.30","13.30","0.00","13.30","","3,502","46,576.60"
"22/07/2026","FAB","8.40","7.71","8.40","8.40","8.40","8.40","0.00","8.40","9.24","105","970.20"
"22/07/2026","GCB","52.00","20.11","42.77","42.77","42.77","42.77","0.00","41.00","42.77","9,844","421,027.88"
"22/07/2026","GGBL","16.50","6.60","11.95","11.95","11.95","11.95","0.00","","11.95","40,684","486,173.80"
"22/07/2026","GOIL","8.01","2.96","7.96","7.96","7.96","7.96","0.00","7.96","","5,335","42,466.60"
"22/07/2026","KASA","2.30","1.20","2.13","2.13","2.06","2.06","-0.07","2.13","2.15","693,864","1,433,076.19"
"22/07/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"22/07/2026","MTNGH","6.80","4.20","6.69","6.69","6.80","6.80","0.11","6.80","6.90","291,825","1,983,924.88"
"22/07/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"22/07/2026","RBGH","5.58","1.30","4.08","4.08","4.08","4.08","0.00","4.08","4.11","2,735","11,158.95"
"22/07/2026","SCB","79.41","29.22","70.00","70.00","70.00","70.00","0.00","","70.00","699","48,930.00"
"22/07/2026","SIC","6.09","1.20","6.00","6.00","6.00","6.00","0.00","","6.00","24,228","145,368.00"
"22/07/2026","SOGEGH","11.51","4.49","6.80","6.80","6.80","6.80","0.00","","6.80","2,144","14,579.20"
"22/07/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"22/07/2026","TOTAL","42.00","32.91","40.00","40.00","40.00","40.00","0.00","","40.00","371","14,840.00"
"22/07/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","94","1,120.48"
"22/07/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","29.50","","65","1,917.50"
"22/07/2026","ZEN","12.61","5.00","11.00","11.00","10.00","10.00","-1.00","11.00","","854","8,632.00"
"22/07/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"22/07/2026","SCBPREF","0.99","0.90","0.99","0.99","0.99","0.99","0.00","0.90","","0","0.00"
"22/07/2026","GLD","533.93","466.72","462.39","462.39","462.39","462.39","0.00","462.39","","40","18,495.60"
"22/07/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"22/07/2026","MMH","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.11","","40,000","4,400.00"
"22/07/2026","HORDS","0.22","0.09","0.19","0.19","0.22","0.22","0.03","0.22","","3,016","663.52"
"22/07/2026","IIL","0.55","0.05","0.50","0.50","0.55","0.55","0.05","0.55","","41,800","22,990.00"
"22/07/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","45,418","4,087.62"
"21/07/2026","ACCESS","46.64","16.20","31.90","31.90","31.90","31.90","0.00","","31.89","2","63.80"
"21/07/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","5","26.50"
"21/07/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"21/07/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"21/07/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","13","115.57"
"21/07/2026","ALLGH","8.46","6.12","8.46","8.46","7.62","7.62","-0.84","","7.62","5,392","41,087.04"
"21/07/2026","BOPP","100.00","55.82","80.00","80.00","80.00","80.00","0.00","","79.99","0","0.00"
"21/07/2026","CAL","0.94","0.61","0.80","0.80","0.79","0.79","-0.01","0.78","0.79","115,273","91,721.97"
"21/07/2026","CLYD","4.25","0.46","4.00","4.00","4.25","4.25","0.25","4.39","","37,699","157,444.40"
"21/07/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"21/07/2026","CPC","0.15","0.05","0.15","0.15","0.15","0.15","0.00","0.16","","0","0.00"
"21/07/2026","DASPHARMA","0.44","0.38","0.41","0.41","0.44","0.44","0.03","0.44","","2,000","880.00"
"21/07/2026","EGH","57.00","25.00","37.00","37.00","38.00","38.00","1.00","38.00","","1,430","53,910.00"
"21/07/2026","EGL","12.16","3.48","10.04","10.04","10.04","10.04","0.00","","10.03","642","6,439.26"
"21/07/2026","ETI","2.82","0.76","2.06","2.06","2.00","2.00","-0.06","1.97","2.00","217,226","434,882.44"
"21/07/2026","FML","16.35","8.00","13.30","13.30","13.30","13.30","0.00","13.30","","406","5,399.80"
"21/07/2026","FAB","8.40","7.71","8.40","8.40","8.40","8.40","0.00","8.40","","3","27.72"
"21/07/2026","GCB","52.00","20.11","42.77","42.77","42.77","42.77","0.00","40.00","42.70","479","20,472.69"
"21/07/2026","GGBL","16.50","6.60","11.95","11.95","11.95","11.95","0.00","","11.95","1,526","18,235.70"
"21/07/2026","GOIL","8.01","2.96","7.97","7.97","7.96","7.96","-0.01","","7.96","20,943","166,723.47"
"21/07/2026","KASA","2.30","1.20","2.00","2.00","2.13","2.13","0.13","1.93","2.00","848,512","1,828,181.85"
"21/07/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","50","260.00"
"21/07/2026","MTNGH","6.80","4.20","6.57","6.57","6.69","6.69","0.12","6.71","6.80","2,334,986","15,631,235.91"
"21/07/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"21/07/2026","RBGH","5.58","1.30","4.05","4.05","4.08","4.08","0.03","4.09","4.11","27,431","111,918.79"
"21/07/2026","SCB","79.41","29.22","70.02","70.02","70.00","70.00","-0.02","","70.00","4,713","329,918.62"
"21/07/2026","SIC","6.09","1.20","6.00","6.00","6.00","6.00","0.00","","6.00","2,935","17,610.00"
"21/07/2026","SOGEGH","11.51","4.49","6.80","6.80","6.80","6.80","0.00","","6.80","3,427","23,303.60"
"21/07/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"21/07/2026","TOTAL","42.00","32.91","40.00","40.00","40.00","40.00","0.00","40.00","41.00","6,143","245,720.00"
"21/07/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","5","59.60"
"21/07/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","29.50","","625","18,437.50"
"21/07/2026","ZEN","12.61","5.00","11.00","11.00","11.00","11.00","0.00","10.00","","4,474","49,214.00"
"21/07/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"21/07/2026","SCBPREF","0.99","0.90","0.99","0.99","0.99","0.99","0.00","0.90","","0","0.00"
"21/07/2026","GLD","533.93","466.72","462.39","462.39","462.39","462.39","0.00","462.39","","0","0.00"
"21/07/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"21/07/2026","MMH","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.11","","17","1.87"
"21/07/2026","HORDS","0.19","0.09","0.19","0.19","0.19","0.19","0.00","0.20","","11,572","2,314.40"
"21/07/2026","IIL","0.50","0.05","0.46","0.46","0.50","0.50","0.04","0.50","","185,345","92,672.50"
"21/07/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"20/07/2026","ACCESS","46.64","16.20","31.90","31.90","31.90","31.90","0.00","","31.89","2,151","68,616.90"
"20/07/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","0","0.00"
"20/07/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"20/07/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"20/07/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0","0.00"
"20/07/2026","ALLGH","8.46","6.12","8.46","8.46","8.46","8.46","0.00","","7.62","51","388.62"
"20/07/2026","BOPP","100.00","55.82","80.00","80.00","80.00","80.00","0.00","","79.99","1","80.00"
"20/07/2026","CAL","0.94","0.61","0.80","0.80","0.80","0.80","0.00","","0.80","259,556","207,644.80"
"20/07/2026","CLYD","4.00","0.46","4.00","4.00","4.00","4.00","0.00","","","3,939","15,756.00"
"20/07/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"20/07/2026","CPC","0.15","0.05","0.15","0.15","0.15","0.15","0.00","0.16","","0","0.00"
"20/07/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.44","","0","0.00"
"20/07/2026","EGH","57.00","25.00","37.00","37.00","37.00","37.00","0.00","","","6,754","249,898.00"
"20/07/2026","EGL","12.16","3.48","10.05","10.05","10.04","10.04","-0.01","","10.05","8,000","80,320.00"
"20/07/2026","ETI","2.82","0.76","2.07","2.07","2.06","2.06","-0.01","","2.06","1,000","2,060.00"
"20/07/2026","FML","16.35","8.00","13.30","13.30","13.30","13.30","0.00","","13.30","524","6,969.20"
"20/07/2026","FAB","8.40","7.71","8.40","8.40","8.40","8.40","0.00","8.40","","250","2,100.00"
"20/07/2026","GCB","52.00","20.11","42.78","42.78","42.77","42.77","-0.01","","42.77","14,757","631,168.20"
"20/07/2026","GGBL","16.50","6.60","11.95","11.95","11.95","11.95","0.00","","11.95","3","35.85"
"20/07/2026","GOIL","8.01","2.96","7.98","7.98","7.97","7.97","-0.01","7.97","7.98","1,319","10,515.62"
"20/07/2026","KASA","2.30","1.20","2.00","2.00","2.00","2.00","0.00","1.93","2.00","435,857","871,714.00"
"20/07/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","","","997","5,184.40"
"20/07/2026","MTNGH","6.80","4.20","6.57","6.57","6.57","6.57","0.00","6.60","6.70","46,258","303,919.35"
"20/07/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"20/07/2026","RBGH","5.58","1.30","4.05","4.05","4.05","4.05","0.00","4.05","4.08","20,892","84,612.60"
"20/07/2026","SCB","79.41","29.22","70.02","70.02","70.02","70.02","0.00","","70.02","0","0.00"
"20/07/2026","SIC","6.09","1.20","6.00","6.00","6.00","6.00","0.00","","6.00","7,810","46,860.00"
"20/07/2026","SOGEGH","11.51","4.49","6.80","6.80","6.80","6.80","0.00","","6.80","25","170.00"
"20/07/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"20/07/2026","TOTAL","42.00","32.91","40.00","40.00","40.00","40.00","0.00","40.00","41.00","0","0.00"
"20/07/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","","","0","0.00"
"20/07/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","","29.50","0","0.00"
"20/07/2026","ZEN","12.61","5.00","11.00","11.00","11.00","11.00","0.00","11.00","","0","0.00"
"20/07/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"20/07/2026","SCBPREF","0.99","0.90","0.99","0.99","0.99","0.99","0.00","0.90","","0","0.00"
"20/07/2026","GLD","533.93","466.72","462.39","462.39","462.39","462.39","0.00","","","0","0.00"
"20/07/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0","0.00"
"20/07/2026","MMH","0.11","0.10","0.11","0.11","0.11","0.11","0.00","","","0","0.00"
"20/07/2026","HORDS","0.19","0.09","0.18","0.18","0.19","0.19","0.01","0.19","","20,000","3,800.00"
"20/07/2026","IIL","0.46","0.05","0.42","0.42","0.46","0.46","0.04","0.46","","29,500","13,570.00"
"20/07/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"17/07/2026","ACCESS","46.64","16.20","31.90","31.90","31.90","31.90","0.00","","31.89","0","0.00"
"17/07/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","2","10.60"
"17/07/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"17/07/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"17/07/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","1","8.89"
"17/07/2026","ALLGH","8.46","6.12","8.46","8.46","8.45","8.46","0.00","","7.62","23","194.35"
"17/07/2026","BOPP","100.00","55.82","80.00","80.00","80.00","80.00","0.00","","80.00","2,534","202,720.00"
"17/07/2026","CAL","0.94","0.61","0.80","0.80","0.80","0.80","0.00","0.79","0.80","232,982","185,819.46"
"17/07/2026","CLYD","4.00","0.46","3.70","3.70","4.00","4.00","0.30","4.05","","1,998","7,992.00"
"17/07/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"17/07/2026","CPC","0.15","0.05","0.15","0.15","0.15","0.15","0.00","0.16","","0","0.00"
"17/07/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.44","","0","0.00"
"17/07/2026","EGH","57.00","25.00","37.00","37.00","37.00","37.00","0.00","37.00","38.50","10,077","372,948.00"
"17/07/2026","EGL","12.16","3.48","10.05","10.05","10.05","10.05","0.00","","10.05","13,004","130,690.20"
"17/07/2026","ETI","2.82","0.76","1.96","1.96","2.05","2.07","0.11","1.96","2.05","42,655","88,226.49"
"17/07/2026","FML","16.35","8.00","13.30","13.30","13.30","13.30","0.00","12.00","13.30","11,847","157,565.10"
"17/07/2026","FAB","8.40","7.71","8.40","8.40","8.40","8.40","0.00","8.40","","0","0.00"
"17/07/2026","GCB","52.00","20.11","42.77","42.77","42.77","42.78","0.01","","42.77","19,672","841,469.73"
"17/07/2026","GGBL","16.50","6.60","11.98","11.98","11.95","11.95","-0.03","","11.95","735","8,784.21"
"17/07/2026","GOIL","8.01","2.96","7.98","7.98","7.98","7.98","0.00","","7.98","109,030","870,059.40"
"17/07/2026","KASA","2.30","1.20","2.00","2.00","2.00","2.00","0.00","1.93","2.00","671,057","1,343,523.48"
"17/07/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"17/07/2026","MTNGH","6.80","4.20","6.59","6.59","6.57","6.57","-0.02","6.57","6.70","1,466,436","9,635,726.94"
"17/07/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"17/07/2026","RBGH","5.58","1.30","4.05","4.05","4.05","4.05","0.00","4.05","4.08","5,178","20,970.90"
"17/07/2026","SCB","79.41","29.22","70.10","70.10","70.10","70.02","-0.08","","70.10","11,731","821,437.00"
"17/07/2026","SIC","6.09","1.20","6.00","6.00","6.00","6.00","0.00","","6.00","7,247","43,482.00"
"17/07/2026","SOGEGH","11.51","4.49","6.80","6.80","6.80","6.80","0.00","6.60","6.80","1,505","10,234.00"
"17/07/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"17/07/2026","TOTAL","42.00","32.91","40.00","40.00","40.00","40.00","0.00","36.00","40.00","689","27,560.00"
"17/07/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","8","95.36"
"17/07/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","","29.50","2,141","63,159.50"
"17/07/2026","ZEN","12.61","5.00","11.00","11.00","11.00","11.00","0.00","11.00","","10,415","114,565.00"
"17/07/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"17/07/2026","SCBPREF","0.99","0.90","0.99","0.99","0.99","0.99","0.00","","","0","0.00"
"17/07/2026","GLD","533.93","466.72","462.39","462.39","462.39","462.39","0.00","462.39","","1,192","551,168.88"
"17/07/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"17/07/2026","MMH","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.11","","9","0.99"
"17/07/2026","HORDS","0.18","0.09","0.17","0.17","0.18","0.18","0.01","0.18","","2,065","371.70"
"17/07/2026","IIL","0.42","0.05","0.39","0.39","0.42","0.42","0.03","0.42","","158,133","66,415.86"
"17/07/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"16/07/2026","ACCESS","46.64","16.20","31.90","31.90","31.90","31.90","0.00","","31.89","6","191.34"
"16/07/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","0","0.00"
"16/07/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"16/07/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
